block,street_name,average_floor_area_sqm,max_floor_area_sqm,min_floor_area_sqm
467,JURONG WEST ST 41,119.86,125.0,98.0
40,JLN BAHAGIA,125.93,222.0,91.0
41,JLN BAHAGIA,137.11,237.0,91.0
64,JLN MA'MOR,139.67,246.0,126.0
17,ST. GEORGE'S RD,93.61,98.0,91.0
16,ST. GEORGE'S RD,88.36,105.0,67.0
4,LIM CHU KANG RD,71.79,88.0,59.0
56,STIRLING RD,108.57,112.0,108.0
201,SERANGOON CTRL,72.26,89.0,64.0
206,SERANGOON CTRL,71.25,128.0,64.0
264,TAMPINES ST 21,91.07,109.0,74.0
929,TAMPINES ST 91,83.92,146.0,73.0
463,TAMPINES ST 44,83.46,108.0,74.0
801,TAMPINES AVE 4,72.79,93.0,68.0
227,TAMPINES ST 23,81.88,100.0,67.0
830,TAMPINES ST 82,70.3,89.0,64.0
438,TAMPINES ST 43,85.74,108.0,74.0
214,TAMPINES ST 23,76.79,98.0,67.0
462,TAMPINES ST 44,73.64,89.0,64.0
856,TAMPINES ST 82,102.53,122.0,84.0
429,TAMPINES ST 41,148.79,154.0,143.0
119,LOR 1 TOA PAYOH,65.33,130.0,59.0
143,POTONG PASIR AVE 2,95.36,160.0,74.0
129,POTONG PASIR AVE 1,160.09,166.0,151.0
11,MARSILING DR,125.28,126.0,123.0
226,YISHUN ST 21,72.58,96.0,67.0
243,YISHUN RING RD,73.25,104.0,64.0
764,YISHUN ST 72,90.67,104.0,84.0
270,YISHUN ST 22,83.36,108.0,74.0
744,YISHUN ST 72,72.18,93.0,67.0
235,YISHUN ST 21,87.12,135.0,67.0
249,YISHUN AVE 9,91.03,105.0,84.0
728,YISHUN ST 71,74.44,89.0,64.0
407,ANG MO KIO AVE 10,68.0,68.0,68.0
555,ANG MO KIO AVE 10,73.25,82.0,68.0
411,ANG MO KIO AVE 10,92.0,92.0,92.0
521,ANG MO KIO AVE 5,118.11,122.0,118.0
1,EAST COAST RD,45.86,85.0,42.0
531,BEDOK NTH ST 3,73.0,92.0,68.0
211,NEW UPP CHANGI RD,68.68,83.0,68.0
117,BEDOK RESERVOIR RD,73.31,93.0,67.0
171,BEDOK STH RD,99.28,122.0,84.0
172,BEDOK STH RD,100.0,122.0,84.0
156,BEDOK STH AVE 3,101.4,122.0,84.0
164,BEDOK STH RD,100.93,122.0,84.0
68,BEDOK STH AVE 3,123.14,125.0,120.0
114,BEDOK RESERVOIR RD,149.84,156.0,148.0
161,BEDOK STH AVE 3,149.03,152.0,146.0
145,BEDOK RESERVOIR RD,143.5,149.0,143.0
110,BISHAN ST 12,75.52,104.0,64.0
406,SIN MING AVE,74.16,91.0,64.0
408,SIN MING AVE,120.21,124.0,120.0
402,SIN MING AVE,120.0,120.0,120.0
339,BT BATOK ST 34,87.5,107.0,73.0
256,BT BATOK EAST AVE 4,81.8,99.0,67.0
253,BT BATOK EAST AVE 5,81.66,99.0,67.0
309,BT BATOK ST 31,74.84,90.0,65.0
261,BT BATOK EAST AVE 4,80.59,93.0,69.0
535,BT BATOK ST 52,146.69,152.0,141.0
109,BT PURMEI RD,81.7,108.0,74.0
1,EVERTON PK,103.65,138.0,72.0
5,REDHILL CL,58.47,60.0,57.0
72,REDHILL RD,54.0,54.0,54.0
49,KIM PONG RD,83.27,88.0,75.0
1,TIONG BAHRU RD,86.45,89.0,75.0
107,BT PURMEI RD,75.2,97.0,67.0
29,KELANTAN RD,68.86,139.0,59.0
535,UPP CROSS ST,62.24,68.0,60.0
512,WEST COAST DR,91.17,92.0,91.0
317,UBI AVE 1,74.56,89.0,64.0
631,HOUGANG AVE 8,63.48,69.0,60.0
619,HOUGANG AVE 8,64.18,69.0,60.0
333,HOUGANG AVE 5,81.03,111.0,74.0
705,HOUGANG AVE 2,149.79,157.0,147.0
615,HOUGANG AVE 8,148.46,155.0,142.0
250,JURONG EAST ST 24,74.47,94.0,67.0
223,JURONG EAST ST 21,93.1,99.0,91.0
544,JURONG WEST ST 42,76.67,90.0,74.0
429,JURONG WEST AVE 1,87.48,106.0,75.0
33,JLN BAHAGIA,55.71,56.0,53.0
45,JLN BAHAGIA,179.75,239.0,110.0
53,JLN MA'MOR,141.3,280.0,107.0
104,TOWNER RD,126.4,139.0,103.0
684,RACE COURSE RD,77.5,126.0,63.0
44,STIRLING RD,98.33,99.0,97.0
311,SERANGOON AVE 2,74.38,93.0,67.0
323,SERANGOON AVE 3,73.99,89.0,64.0
228,SERANGOON AVE 4,92.19,105.0,91.0
329,SERANGOON AVE 3,101.68,122.0,84.0
321,SERANGOON AVE 2,146.5,150.0,141.0
322,SERANGOON AVE 3,146.04,150.0,141.0
412,TAMPINES ST 41,78.25,141.0,60.0
211,TAMPINES ST 23,72.61,98.0,67.0
908,TAMPINES AVE 4,106.67,111.0,104.0
126,TAMPINES ST 11,129.33,142.0,103.0
414,TAMPINES ST 41,90.09,104.0,84.0
220,LOR 8 TOA PAYOH,82.0,82.0,82.0
273,YISHUN ST 22,84.01,108.0,74.0
274,YISHUN ST 22,87.36,108.0,74.0
266,YISHUN ST 22,83.42,108.0,74.0
152,YISHUN ST 11,73.61,83.0,66.0
113,YISHUN RING RD,76.64,103.0,64.0
123,YISHUN ST 11,77.04,99.0,68.0
239,YISHUN RING RD,72.15,93.0,67.0
765,YISHUN ST 72,90.73,104.0,84.0
719,YISHUN ST 71,74.85,89.0,64.0
120,YISHUN RING RD,97.75,122.0,84.0
713,YISHUN ST 71,96.03,122.0,84.0
804,YISHUN RING RD,100.14,122.0,84.0
265,YISHUN ST 22,96.05,122.0,84.0
204,ANG MO KIO AVE 3,92.0,92.0,92.0
3,EAST COAST RD,44.03,51.0,42.0
628,BEDOK RESERVOIR RD,75.15,95.0,67.0
24,NEW UPP CHANGI RD,78.66,98.0,73.0
167,BEDOK STH AVE 3,148.35,158.0,146.0
407,SIN MING AVE,71.76,89.0,64.0
115,BISHAN ST 12,78.75,104.0,64.0
122,BISHAN ST 12,90.08,105.0,84.0
116,BISHAN ST 12,75.01,89.0,64.0
131,BISHAN ST 12,91.66,105.0,84.0
337,BT BATOK ST 34,90.68,104.0,84.0
325,BT BATOK ST 33,101.78,122.0,84.0
32,TELOK BLANGAH RISE,64.83,141.0,59.0
89,ZION RD,61.55,67.0,59.0
16,REDHILL CL,58.41,60.0,57.0
18,REDHILL CL,64.56,66.0,63.0
21,REDHILL CL,58.37,60.0,57.0
103,BT PURMEI RD,77.78,97.0,67.0
334,KRETA AYER RD,83.0,83.0,83.0
25,EUNOS CRES,61.61,118.0,59.0
326,UBI AVE 1,146.76,152.0,146.0
334,UBI AVE 1,146.71,152.0,146.0
403,HOUGANG AVE 10,75.91,98.0,67.0
617,HOUGANG AVE 8,80.67,104.0,64.0
611,HOUGANG AVE 8,89.25,104.0,84.0
516,HOUGANG AVE 10,91.56,104.0,84.0
18,HOUGANG AVE 3,92.0,92.0,92.0
402,HOUGANG AVE 10,91.91,103.0,91.0
515,HOUGANG AVE 10,91.28,104.0,84.0
686,HOUGANG ST 61,101.95,121.0,84.0
409,HOUGANG AVE 10,116.79,125.0,98.0
249,JURONG EAST ST 24,74.97,108.0,67.0
112,JURONG EAST ST 13,91.92,102.0,90.0
200,BOON LAY DR,119.82,121.0,112.0
51,JLN BAHAGIA,119.67,181.0,90.0
683,TESSENSOHN RD,103.1,113.0,103.0
43,CAMBRIDGE RD,91.22,92.0,91.0
3,LOR LEW LIAN,67.45,73.0,64.0
313,SERANGOON AVE 2,77.21,96.0,67.0
325,SERANGOON AVE 3,90.77,104.0,84.0
241,SERANGOON AVE 3,73.2,89.0,64.0
207,SERANGOON CTRL,68.89,88.0,64.0
204,SERANGOON CTRL,72.55,89.0,64.0
319,SERANGOON AVE 2,146.53,150.0,141.0
405,TAMPINES ST 41,73.86,142.0,60.0
433,TAMPINES ST 43,70.72,89.0,64.0
461,TAMPINES ST 44,103.82,122.0,84.0
139,SIMEI ST 1,75.22,91.0,64.0
106,SIMEI ST 1,109.85,128.0,104.0
125,TAMPINES ST 11,148.13,157.0,146.0
2,UPP ALJUNIED LANE,57.0,57.0,57.0
226,LOR 8 TOA PAYOH,82.0,82.0,82.0
102,WOODLANDS ST 13,73.57,97.0,67.0
137,MARSILING RD,118.9,125.0,98.0
840,YISHUN ST 81,87.42,107.0,73.0
218,YISHUN ST 21,75.74,98.0,68.0
156,YISHUN ST 11,80.49,163.0,67.0
783,YISHUN RING RD,86.74,108.0,74.0
784,YISHUN AVE 2,88.75,108.0,74.0
750,YISHUN ST 72,91.21,92.0,91.0
112,YISHUN RING RD,74.75,89.0,64.0
770,YISHUN AVE 3,95.17,122.0,84.0
504,ANG MO KIO AVE 8,75.94,163.0,68.0
429,ANG MO KIO AVE 3,92.0,92.0,92.0
2,EAST COAST RD,43.28,51.0,42.0
701,BEDOK RESERVOIR RD,73.42,93.0,68.0
7,BEDOK STH AVE 2,82.0,82.0,82.0
65,NEW UPP CHANGI RD,92.0,92.0,92.0
421,BEDOK NTH RD,92.0,92.0,92.0
411,BEDOK NTH AVE 2,92.0,92.0,92.0
110,BEDOK RESERVOIR RD,93.26,104.0,91.0
135,BEDOK RESERVOIR RD,91.28,103.0,84.0
128,BEDOK RESERVOIR RD,101.33,122.0,84.0
2,CHAI CHEE RD,116.42,133.0,75.0
160,BEDOK STH AVE 3,147.17,152.0,141.0
111,BISHAN ST 12,91.79,105.0,84.0
105,BISHAN ST 12,76.74,104.0,64.0
107,BISHAN ST 12,90.86,105.0,84.0
123,BISHAN ST 12,91.47,105.0,84.0
528,BT BATOK ST 51,63.38,69.0,60.0
407,BT BATOK WEST AVE 4,78.4,99.0,68.0
420,BT BATOK WEST AVE 2,77.78,99.0,68.0
345,BT BATOK ST 34,85.79,107.0,73.0
537,BT BATOK ST 52,86.65,107.0,73.0
411,BT BATOK WEST AVE 4,85.83,107.0,73.0
226,BT BATOK CTRL,74.39,96.0,67.0
126,BT BATOK CTRL,79.37,98.0,67.0
232,BT BATOK EAST AVE 5,72.84,97.0,67.0
408,BT BATOK WEST AVE 4,76.94,99.0,68.0
342,BT BATOK ST 34,70.7,89.0,64.0
330,BT BATOK ST 33,146.42,152.0,143.0
38,BEO CRES,58.52,110.0,45.0
115,BT MERAH CTRL,117.3,121.0,117.0
143,JLN BT MERAH,117.06,121.0,117.0
343,CLEMENTI AVE 5,69.85,92.0,67.0
325,UBI AVE 1,71.17,88.0,64.0
24,BALAM RD,60.0,60.0,60.0
42,CASSIA CRES,79.68,93.0,68.0
333,UBI AVE 1,147.04,152.0,146.0
243,HOUGANG ST 22,75.64,97.0,67.0
509,HOUGANG AVE 10,90.83,104.0,84.0
510,HOUGANG AVE 10,90.62,104.0,84.0
411,HOUGANG AVE 10,92.44,104.0,91.0
711,HOUGANG AVE 2,92.85,103.0,91.0
621,HOUGANG AVE 8,149.98,155.0,142.0
230,JURONG EAST ST 21,120.0,120.0,120.0
495,JURONG WEST ST 41,67.92,84.0,64.0
903,JURONG WEST ST 91,114.44,127.0,104.0
835,JURONG WEST ST 81,112.67,122.0,104.0
685,RACE COURSE RD,70.75,105.0,63.0
100,WHAMPOA DR,91.0,91.0,91.0
682,RACE COURSE RD,115.51,131.0,103.0
106,JLN DUSUN,94.86,106.0,90.0
51,KENT RD,90.23,91.0,88.0
61,MARINE DR,87.0,87.0,87.0
154,MEI LING ST,67.0,67.0,67.0
57,STIRLING RD,87.36,94.0,85.0
324,SERANGOON AVE 3,91.53,104.0,84.0
330,SERANGOON AVE 3,90.47,104.0,84.0
332,SERANGOON AVE 3,91.05,104.0,84.0
407,TAMPINES ST 41,69.93,139.0,60.0
437,TAMPINES ST 43,84.23,108.0,74.0
853,TAMPINES ST 83,85.66,108.0,74.0
467,TAMPINES ST 44,85.66,108.0,74.0
840,TAMPINES ST 82,100.04,122.0,84.0
426,TAMPINES ST 41,147.12,154.0,143.0
427,TAMPINES ST 41,147.64,154.0,143.0
34,MARSILING DR,98.0,98.0,98.0
178,WOODLANDS ST 13,118.87,126.0,97.0
207,YISHUN ST 21,75.41,96.0,67.0
150,YISHUN ST 11,78.23,98.0,67.0
222,YISHUN ST 21,81.98,134.0,67.0
753,YISHUN ST 72,69.21,81.0,64.0
781,YISHUN RING RD,87.4,108.0,74.0
142,YISHUN RING RD,75.77,96.0,68.0
223,YISHUN ST 21,84.23,134.0,67.0
119,YISHUN RING RD,74.61,89.0,64.0
775,YISHUN RING RD,114.1,132.0,83.0
657,YISHUN AVE 4,107.36,130.0,83.0
776,YISHUN AVE 2,114.89,132.0,83.0
626,YISHUN ST 61,101.92,121.0,83.0
723,YISHUN ST 71,144.24,146.0,142.0
175,ANG MO KIO AVE 4,91.13,92.0,91.0
740,BEDOK RESERVOIR RD,73.16,82.0,67.0
120,BEDOK RESERVOIR RD,93.33,104.0,91.0
125,BEDOK RESERVOIR RD,90.57,103.0,84.0
134,BEDOK RESERVOIR RD,89.4,103.0,84.0
403,SIN MING AVE,72.55,89.0,64.0
540,BT BATOK ST 52,82.78,107.0,73.0
321,BT BATOK ST 33,79.9,98.0,68.0
319,BT BATOK ST 33,100.43,122.0,84.0
317,BT BATOK ST 32,74.11,89.0,64.0
5,DELTA AVE,91.14,92.0,91.0
2,EVERTON PK,93.23,138.0,66.0
101,GANGSA RD,147.34,151.0,144.0
416,EUNOS RD 5,81.66,94.0,74.0
329,UBI AVE 1,96.77,122.0,84.0
334,HOUGANG AVE 5,104.0,104.0,104.0
511,HOUGANG AVE 10,69.21,89.0,64.0
710,HOUGANG AVE 2,118.5,130.0,97.0
498,JURONG WEST ST 41,64.64,84.0,64.0
59,MARINE TER,67.94,76.0,65.0
165,STIRLING RD,62.21,70.0,60.0
55,STIRLING RD,86.29,87.0,84.0
846,TAMPINES ST 82,83.49,107.0,74.0
824,TAMPINES ST 81,72.89,83.0,67.0
847,TAMPINES ST 83,84.25,108.0,74.0
464,TAMPINES ST 44,88.86,104.0,84.0
124,TAMPINES ST 11,147.06,152.0,146.0
141,POTONG PASIR AVE 3,106.0,111.0,103.0
23,BEDOK STH AVE 1,77.65,98.0,73.0
130,BISHAN ST 12,93.18,105.0,84.0
417,BT BATOK WEST AVE 4,86.14,107.0,73.0
269,BT BATOK EAST AVE 4,71.89,89.0,64.0
536,BT BATOK ST 52,87.0,107.0,73.0
262,BT BATOK EAST AVE 4,79.05,96.0,67.0
355,BT BATOK ST 31,152.0,154.0,147.0
357,BT BATOK ST 31,151.75,154.0,147.0
137,JLN BT MERAH,59.98,70.0,59.0
378,CLEMENTI AVE 5,74.0,93.0,68.0
316,UBI AVE 1,72.65,89.0,64.0
130,GEYLANG EAST AVE 1,147.98,155.0,144.0
645,HOUGANG AVE 8,63.61,69.0,60.0
121,HOUGANG AVE 1,72.22,93.0,67.0
614,HOUGANG AVE 8,89.63,104.0,84.0
512,HOUGANG AVE 10,99.77,121.0,84.0
221,JURONG EAST ST 21,72.73,85.0,67.0
221A,JURONG EAST ST 21,91.24,92.0,91.0
53,TEBAN GDNS RD,95.62,121.0,83.0
334,JURONG EAST AVE 1,150.62,156.0,147.0
50,TEBAN GDNS RD,145.83,152.0,142.0
445,JURONG WEST ST 42,95.84,112.0,75.0
439,JURONG WEST AVE 1,88.93,110.0,74.0
46,JLN BAHAGIA,116.5,241.0,92.0
681,RACE COURSE RD,103.23,113.0,103.0
166,STIRLING RD,63.89,120.0,60.0
328,SERANGOON AVE 3,91.01,104.0,84.0
242,SERANGOON AVE 3,96.18,121.0,84.0
333,SERANGOON AVE 3,100.59,122.0,84.0
436,TAMPINES ST 43,84.0,108.0,74.0
841,TAMPINES ST 83,100.0,122.0,84.0
255,TAMPINES ST 21,80.42,104.0,67.0
425,TAMPINES ST 41,103.0,122.0,84.0
435,TAMPINES ST 43,91.67,104.0,84.0
116,SIMEI ST 1,111.52,128.0,104.0
431,TAMPINES ST 41,146.85,154.0,143.0
430,TAMPINES ST 41,147.94,154.0,143.0
237,LOR 1 TOA PAYOH,146.32,153.0,145.0
168,WOODLANDS ST 11,107.66,125.0,91.0
610,YISHUN ST 61,89.2,104.0,84.0
782,YISHUN RING RD,75.43,89.0,64.0
662,YISHUN AVE 4,91.24,104.0,84.0
388,YISHUN RING RD,90.7,104.0,84.0
715,YISHUN ST 71,90.65,122.0,84.0
141,BEDOK RESERVOIR RD,94.38,122.0,84.0
121,BISHAN ST 12,72.71,91.0,64.0
414,BT BATOK WEST AVE 4,85.38,107.0,73.0
246,BT BATOK EAST AVE 5,81.33,96.0,67.0
424,BT BATOK WEST AVE 2,72.54,85.0,64.0
119,BT BATOK WEST AVE 6,105.45,116.0,103.0
421,BT BATOK WEST AVE 2,74.86,99.0,68.0
14,REDHILL CL,63.82,66.0,63.0
269C,QUEEN ST,67.0,67.0,67.0
358,CLEMENTI AVE 2,92.0,92.0,92.0
22,BALAM RD,60.0,60.0,60.0
97,JLN DUA,56.35,112.0,53.0
350,UBI AVE 1,72.5,88.0,64.0
626,HOUGANG AVE 8,81.92,104.0,64.0
324,HOUGANG AVE 5,104.0,104.0,104.0
674,HOUGANG AVE 8,81.87,104.0,64.0
675,HOUGANG AVE 8,90.0,104.0,84.0
503,HOUGANG AVE 8,98.38,121.0,84.0
236,JURONG EAST ST 21,92.2,95.0,91.0
52,TEBAN GDNS RD,95.22,121.0,83.0
101,TOWNER RD,79.1,95.0,74.0
111,MCNAIR RD,88.82,104.0,64.0
335,SERANGOON AVE 3,90.52,104.0,84.0
334,SERANGOON AVE 3,96.53,122.0,84.0
845,TAMPINES ST 83,85.44,108.0,74.0
851,TAMPINES ST 83,84.48,108.0,74.0
227,SIMEI ST 4,112.23,129.0,103.0
121,POTONG PASIR AVE 1,114.54,167.0,75.0
335,WOODLANDS ST 32,89.15,104.0,83.0
609,YISHUN ST 61,90.61,104.0,84.0
174,YISHUN AVE 7,97.02,121.0,83.0
722,YISHUN ST 71,74.48,131.0,64.0
785,YISHUN AVE 2,108.8,128.0,84.0
633,YISHUN ST 61,166.26,171.0,151.0
233,ANG MO KIO AVE 3,73.8,164.0,67.0
531,ANG MO KIO AVE 10,85.0,85.0,85.0
543,ANG MO KIO AVE 10,92.0,92.0,92.0
515,BEDOK NTH AVE 2,71.77,92.0,67.0
120,BISHAN ST 12,74.94,91.0,64.0
127,BISHAN ST 12,98.3,133.0,83.0
401,SIN MING AVE,151.38,155.0,149.0
343,BT BATOK ST 34,87.15,107.0,73.0
310,BT BATOK ST 32,75.46,89.0,64.0
335,BT BATOK ST 32,75.52,89.0,64.0
372,BT BATOK ST 31,74.93,93.0,64.0
137,ALEXANDRA RD,70.86,72.0,60.0
24,KG BAHRU HILL,91.44,97.0,78.0
3,JOO CHIAT RD,81.36,109.0,74.0
328,UBI AVE 1,76.92,89.0,64.0
337,UBI AVE 1,110.14,127.0,83.0
673,HOUGANG AVE 8,77.28,104.0,64.0
337,HOUGANG AVE 7,92.06,105.0,91.0
610,HOUGANG AVE 8,122.0,122.0,122.0
657,HOUGANG AVE 8,120.0,120.0,120.0
320,JURONG EAST ST 31,118.64,135.0,105.0
328,JURONG EAST ST 31,121.14,135.0,105.0
51,TEBAN GDNS RD,145.06,152.0,142.0
454,JURONG WEST ST 42,98.64,109.0,74.0
482,JURONG WEST ST 41,76.29,93.0,67.0
52,JLN BAHAGIA,143.62,307.0,119.0
50,JLN BAHAGIA,115.31,178.0,88.0
63,JLN MA'MOR,140.1,225.0,108.0
151,SERANGOON NTH AVE 2,68.69,86.0,63.0
327,SERANGOON AVE 3,90.6,104.0,84.0
143,SERANGOON NTH AVE 1,94.25,122.0,83.0
836,TAMPINES ST 82,93.54,105.0,84.0
70,LOR 4 TOA PAYOH,64.0,64.0,64.0
337,WOODLANDS AVE 1,90.87,104.0,83.0
127,MARSILING RISE,93.43,97.0,91.0
144,YISHUN ST 11,74.96,96.0,68.0
803,YISHUN RING RD,81.61,108.0,74.0
617,YISHUN RING RD,83.64,107.0,73.0
729,YISHUN ST 71,74.19,89.0,64.0
717,YISHUN ST 71,76.75,131.0,64.0
439,YISHUN AVE 11,90.93,104.0,84.0
788,YISHUN AVE 2,109.99,128.0,84.0
170,YISHUN AVE 7,121.7,133.0,104.0
140,BEDOK RESERVOIR RD,97.88,122.0,84.0
149,BEDOK RESERVOIR RD,88.72,104.0,84.0
189,BISHAN ST 13,72.33,90.0,64.0
170,BISHAN ST 13,107.71,123.0,83.0
133,BT BATOK WEST AVE 6,82.49,97.0,68.0
338,BT BATOK ST 34,89.55,104.0,84.0
510,BT BATOK ST 52,103.03,122.0,84.0
526,BT BATOK ST 51,146.25,152.0,146.0
58,TELOK BLANGAH HTS,91.14,92.0,91.0
48,LENGKOK BAHRU,97.29,122.0,84.0
43,LENGKOK BAHRU,92.12,122.0,84.0
53,LENGKOK BAHRU,96.18,122.0,84.0
274,BANGKIT RD,92.44,104.0,84.0
112,CLEMENTI ST 13,152.75,158.0,147.0
335,UBI AVE 1,150.67,152.0,146.0
305,HOUGANG AVE 5,87.7,148.0,74.0
501,HOUGANG AVE 8,71.72,89.0,64.0
134,LOR AH SOO,103.18,110.0,103.0
406,HOUGANG AVE 10,93.12,104.0,91.0
627,HOUGANG AVE 8,101.25,122.0,84.0
504,HOUGANG AVE 8,97.34,121.0,84.0
616,HOUGANG AVE 8,99.22,121.0,84.0
157,HOUGANG ST 11,152.12,158.0,148.0
441,JURONG WEST AVE 1,101.04,110.0,74.0
749,JURONG WEST ST 73,110.65,122.0,104.0
806,KING GEORGE'S AVE,62.76,127.0,59.0
15,BEACH RD,77.0,77.0,77.0
45,HOLLAND DR,105.2,136.0,59.0
153,SERANGOON NTH AVE 1,67.63,86.0,63.0
103,SERANGOON NTH AVE 1,92.59,109.0,91.0
829,TAMPINES ST 81,70.2,83.0,67.0
843,TAMPINES ST 83,100.94,122.0,84.0
61,LOR 5 TOA PAYOH,61.93,78.0,54.0
71,LOR 4 TOA PAYOH,58.0,58.0,58.0
267,YISHUN ST 22,75.47,104.0,64.0
639,YISHUN ST 61,89.43,104.0,84.0
800,YISHUN RING RD,89.12,104.0,84.0
635,YISHUN ST 61,90.34,104.0,84.0
632,YISHUN ST 61,111.06,164.0,64.0
453,ANG MO KIO AVE 10,72.69,83.0,68.0
710,ANG MO KIO AVE 8,117.03,120.0,117.0
86,BEDOK NTH ST 4,71.76,89.0,67.0
523,BEDOK NTH ST 3,92.0,92.0,92.0
148,BEDOK RESERVOIR RD,88.68,104.0,84.0
175,BISHAN ST 13,100.25,121.0,83.0
182,BISHAN ST 13,105.75,123.0,83.0
124,BISHAN ST 12,103.07,121.0,83.0
220,BT BATOK EAST AVE 3,79.64,134.0,67.0
311,BT BATOK ST 32,77.42,89.0,64.0
503,BT BATOK ST 52,68.98,128.0,64.0
509,BT BATOK ST 52,73.19,89.0,64.0
374,BT BATOK ST 31,70.28,128.0,64.0
349,BT BATOK ST 34,90.45,104.0,84.0
410,BT BATOK WEST AVE 4,78.55,99.0,68.0
422,BT BATOK WEST AVE 2,78.33,99.0,68.0
329,BT BATOK ST 33,99.4,122.0,84.0
375,BT BATOK ST 31,71.27,84.0,64.0
525,BT BATOK ST 52,72.9,88.0,64.0
514,BT BATOK ST 52,101.65,122.0,84.0
354,BT BATOK ST 31,146.96,154.0,140.0
356,BT BATOK ST 31,151.05,154.0,147.0
104,GANGSA RD,82.52,107.0,73.0
16,OUTRAM HILL,57.0,57.0,57.0
601,CLEMENTI WEST ST 1,92.0,92.0,92.0
105,ALJUNIED CRES,117.66,125.0,99.0
326,HOUGANG AVE 7,104.0,104.0,104.0
604,HOUGANG AVE 4,90.67,104.0,84.0
613,HOUGANG AVE 8,90.05,104.0,84.0
629,HOUGANG AVE 8,81.67,104.0,64.0
523,HOUGANG AVE 6,86.14,108.0,74.0
524,HOUGANG AVE 6,85.01,108.0,74.0
630,HOUGANG AVE 8,100.59,122.0,84.0
632,HOUGANG AVE 8,69.5,89.0,64.0
676,HOUGANG AVE 8,91.29,104.0,84.0
624,HOUGANG AVE 8,102.07,122.0,84.0
508,HOUGANG AVE 10,147.11,153.0,146.0
345,JURONG EAST ST 31,80.26,90.0,74.0
43,TEBAN GDNS RD,77.32,98.0,68.0
434,JURONG WEST ST 42,85.75,111.0,74.0
3,JLN BATU,59.87,60.0,54.0
39,JLN BAHAGIA,111.22,210.0,83.0
47,STIRLING RD,100.88,102.0,100.0
154,SERANGOON NTH AVE 1,71.35,87.0,63.0
145,SERANGOON NTH AVE 1,98.88,122.0,83.0
201D,TAMPINES ST 21,73.76,82.0,68.0
835,TAMPINES ST 83,69.29,89.0,64.0
127,POTONG PASIR AVE 1,159.54,166.0,149.0
240,LOR 1 TOA PAYOH,146.79,152.0,146.0
642,YISHUN ST 61,89.7,104.0,84.0
165,YISHUN RING RD,74.59,128.0,64.0
615,YISHUN RING RD,83.13,107.0,73.0
621,YISHUN RING RD,84.31,107.0,73.0
761,YISHUN ST 72,70.44,88.0,64.0
716,YISHUN ST 71,78.22,131.0,64.0
655,YISHUN AVE 4,90.52,104.0,84.0
173,YISHUN AVE 7,96.12,121.0,83.0
794,YISHUN RING RD,102.05,121.0,84.0
790,YISHUN AVE 2,103.59,122.0,84.0
175,YISHUN AVE 7,119.5,133.0,104.0
258,ANG MO KIO AVE 4,78.0,98.0,73.0
168,BEDOK STH AVE 3,68.58,89.0,64.0
142,BEDOK RESERVOIR RD,102.64,122.0,84.0
63,NEW UPP CHANGI RD,92.0,92.0,92.0
524,BEDOK NTH ST 3,92.0,92.0,92.0
146,BEDOK RESERVOIR RD,97.97,122.0,84.0
136,BEDOK RESERVOIR RD,73.71,88.0,64.0
137,BEDOK RESERVOIR RD,144.85,151.0,141.0
112,BISHAN ST 12,90.82,104.0,84.0
177,BISHAN ST 13,94.05,121.0,83.0
126,BISHAN ST 12,99.67,121.0,83.0
168,BISHAN ST 13,125.7,163.0,121.0
102,BISHAN ST 12,127.18,163.0,121.0
173,BISHAN ST 13,126.34,163.0,121.0
181,BISHAN ST 13,95.98,121.0,83.0
534,BT BATOK ST 51,66.04,123.0,60.0
224,BT BATOK ST 21,76.05,98.0,67.0
314,BT BATOK ST 32,75.86,90.0,64.0
501,BT BATOK ST 52,70.56,128.0,64.0
524,BT BATOK ST 52,146.85,152.4,146.0
512,BT BATOK ST 52,147.01,152.0,146.0
22,REDHILL CL,58.57,60.0,58.0
35,LIM LIAK ST,86.56,88.0,75.0
44,MOH GUAN TER,67.03,77.0,44.0
38,KIM PONG RD,82.8,88.0,75.0
49,HOY FATT RD,101.16,122.0,84.0
325,CLEMENTI AVE 5,72.06,92.0,67.0
3,HAIG RD,67.17,76.0,65.0
68,DAKOTA CRES,73.94,93.0,68.0
11,EUNOS CRES,91.13,92.0,91.0
331,UBI AVE 1,149.3,152.0,146.0
689,HOUGANG ST 61,84.86,107.0,74.0
254,HOUGANG AVE 3,79.67,98.0,67.0
502,HOUGANG AVE 8,98.68,121.0,84.0
622,HOUGANG AVE 8,150.69,155.0,142.0
54,TEBAN GDNS RD,73.24,88.0,64.0
519,JURONG WEST ST 52,76.13,90.0,74.0
423,JURONG WEST AVE 1,81.2,105.0,74.0
492,JURONG WEST ST 41,65.01,89.0,64.0
106,PASIR RIS ST 12,113.82,128.0,103.0
41,STIRLING RD,121.5,123.0,120.0
144,SERANGOON NTH AVE 1,92.76,103.0,83.0
128,POTONG PASIR AVE 1,160.38,166.0,151.0
748,YISHUN ST 72,78.77,93.0,68.0
638,YISHUN ST 61,89.42,104.0,84.0
808,YISHUN RING RD,85.42,108.0,74.0
629,YISHUN ST 61,86.04,107.0,73.0
795,YISHUN RING RD,112.01,132.0,84.0
796,YISHUN RING RD,113.02,132.0,83.0
799,YISHUN RING RD,111.61,124.0,83.0
809,YISHUN RING RD,118.38,131.0,83.0
