block,street_name,average_floor_area_sqm,max_floor_area_sqm,min_floor_area_sqm
123,GEYLANG EAST CTRL,122.69,126.0,120.0
23,HAIG RD,118.0,118.0,118.0
60,DAKOTA CRES,136.55,152.0,104.0
417,EUNOS RD 5,127.16,142.0,102.0
411,EUNOS RD 5,122.11,142.0,102.0
62,DAKOTA CRES,132.18,153.0,104.0
13,EUNOS CRES,113.74,117.0,89.0
2,HOUGANG AVE 3,60.45,71.0,59.0
1,HOUGANG AVE 3,61.2,118.0,59.0
304,HOUGANG AVE 5,84.04,148.0,74.0
303,HOUGANG AVE 5,81.4,111.0,74.0
17,HOUGANG AVE 3,78.51,98.0,73.0
20,HOUGANG AVE 3,78.9,98.0,73.0
21,HOUGANG AVE 3,78.91,98.0,67.0
24,HOUGANG AVE 3,72.18,92.0,67.0
115,HOUGANG AVE 1,74.34,134.0,67.0
124,HOUGANG AVE 1,73.87,161.0,67.0
125,HOUGANG AVE 1,74.51,91.0,67.0
113,HOUGANG AVE 1,75.73,102.0,66.0
114,HOUGANG AVE 1,75.42,145.0,66.0
109,HOUGANG AVE 1,72.2,93.0,67.0
110,HOUGANG AVE 1,72.76,93.0,67.0
319,HOUGANG AVE 5,77.81,97.0,67.0
318,HOUGANG AVE 5,73.18,97.0,67.0
308,HOUGANG AVE 5,74.81,134.0,67.0
327,HOUGANG AVE 5,72.0,134.0,67.0
244,HOUGANG ST 22,76.96,96.0,67.0
252,HOUGANG AVE 3,76.77,99.0,67.0
248,HOUGANG AVE 3,74.35,99.0,67.0
410,HOUGANG AVE 10,78.98,98.0,67.0
15,HOUGANG AVE 3,82.0,82.0,82.0
239,HOUGANG ST 22,110.27,136.0,104.0
142,LOR AH SOO,106.58,132.0,73.0
135,LOR AH SOO,112.82,150.0,74.0
137,LOR AH SOO,109.43,150.0,104.0
309,HOUGANG AVE 5,77.08,93.0,67.0
154,HOUGANG ST 11,73.04,97.0,67.0
341,HOUGANG AVE 7,92.17,103.0,91.0
352,HOUGANG AVE 7,92.9,105.0,91.0
310,HOUGANG AVE 5,119.38,126.0,98.0
320,HOUGANG AVE 5,119.67,127.0,98.0
251,HOUGANG AVE 3,118.96,125.0,98.0
339,HOUGANG AVE 7,118.29,127.0,97.0
302,HOUGANG AVE 5,126.45,135.0,103.0
138,LOR AH SOO,111.28,132.0,103.0
140,LOR AH SOO,125.04,133.0,103.0
234,HOUGANG AVE 1,128.68,142.0,103.0
231,HOUGANG ST 21,135.01,152.0,103.0
133,LOR AH SOO,107.26,144.0,104.0
16,HOUGANG AVE 3,122.33,125.0,120.0
237,HOUGANG ST 21,149.74,156.0,141.0
128,LOR AH SOO,147.83,151.0,142.0
132,LOR AH SOO,150.62,157.0,142.0
141,LOR AH SOO,149.54,160.0,146.0
3,TEBAN GDNS RD,80.26,148.0,74.0
5,TEBAN GDNS RD,76.82,131.0,74.0
10,TEBAN GDNS RD,80.66,131.0,74.0
21,TEBAN GDNS RD,87.8,133.0,74.0
33,TEBAN GDNS RD,76.74,133.0,74.0
40,TEBAN GDNS RD,78.62,153.0,74.0
329,JURONG EAST AVE 1,81.74,148.0,74.0
308,JURONG EAST ST 32,83.76,111.0,74.0
101,JURONG EAST ST 13,72.06,101.0,68.0
302,JURONG EAST ST 32,72.71,134.0,67.0
233,JURONG EAST ST 21,71.76,94.0,67.0
110,JURONG EAST ST 13,69.95,94.0,68.0
247,JURONG EAST ST 24,72.16,95.0,68.0
244,JURONG EAST ST 24,76.03,111.0,67.0
242,JURONG EAST ST 24,72.67,84.0,67.0
243,JURONG EAST ST 24,74.86,97.0,67.0
257,JURONG EAST ST 24,76.61,134.0,67.0
264,JURONG EAST ST 24,73.43,136.0,68.0
306,JURONG EAST ST 32,73.36,136.0,68.0
210,JURONG EAST ST 21,73.98,105.0,67.0
214,JURONG EAST ST 21,73.98,105.0,67.0
208,JURONG EAST ST 21,76.39,134.0,67.0
211,JURONG EAST ST 21,73.1,97.0,67.0
307,JURONG EAST ST 32,126.59,136.0,103.0
319,JURONG EAST ST 31,105.02,108.0,104.0
316,JURONG EAST ST 32,116.77,135.0,104.0
232,JURONG EAST ST 21,81.89,163.0,67.0
251,JURONG EAST ST 24,90.83,93.0,90.0
408,PANDAN GDNS,97.57,103.0,97.0
218,JURONG EAST ST 21,91.19,92.0,91.0
322,JURONG EAST ST 31,116.37,126.0,96.0
227,JURONG EAST ST 21,120.0,120.0,120.0
109,JURONG EAST ST 13,120.0,120.0,120.0
103,JURONG EAST ST 13,120.0,120.0,120.0
240,JURONG EAST ST 21,119.78,125.0,98.0
258,JURONG EAST ST 24,119.57,125.0,98.0
209,JURONG EAST ST 21,116.86,123.0,97.0
324,JURONG EAST ST 31,116.13,133.0,104.0
331,JURONG EAST AVE 1,129.42,142.0,104.0
405,PANDAN GDNS,117.0,117.0,117.0
403,PANDAN GDNS,112.56,129.0,104.0
404,PANDAN GDNS,110.75,129.0,104.0
406,PANDAN GDNS,111.55,129.0,104.0
337,JURONG EAST AVE 1,149.81,157.0,147.0
335,JURONG EAST AVE 1,152.36,156.0,149.0
327,JURONG EAST ST 31,146.6,155.0,141.0
323,JURONG EAST ST 31,147.12,155.0,141.0
8,YUNG KUANG RD,64.4,70.0,64.0
10,YUNG KUANG RD,65.19,128.0,64.0
111,HO CHING RD,71.66,125.0,56.0
114,HO CHING RD,68.42,76.0,66.0
119,HO CHING RD,67.85,76.0,67.0
120,HO CHING RD,68.22,76.0,67.0
145,HU CHING RD,64.0,64.0,64.0
167,BOON LAY DR,71.19,140.0,64.0
168,BOON LAY DR,70.0,70.0,70.0
169,BOON LAY DR,70.0,70.0,70.0
170,BOON LAY DR,69.96,70.0,64.0
172,BOON LAY DR,70.38,140.0,64.0
185,BOON LAY AVE,60.67,137.0,59.0
186,BOON LAY AVE,60.34,127.0,59.0
187,BOON LAY AVE,60.62,68.0,59.0
208,BOON LAY PL,66.79,139.0,59.0
209,BOON LAY PL,65.7,130.0,59.0
210,BOON LAY PL,66.63,149.0,59.0
211,BOON LAY PL,66.59,130.0,59.0
212,BOON LAY PL,66.55,75.0,65.0
213,BOON LAY PL,66.63,75.0,65.0
214,BOON LAY PL,66.81,75.0,65.0
215,BOON LAY PL,66.59,75.0,65.0
520,JURONG WEST ST 52,83.41,108.0,74.0
516,JURONG WEST ST 52,82.31,148.0,74.0
517,JURONG WEST ST 52,75.54,90.0,74.0
511,JURONG WEST ST 52,80.94,106.0,74.0
457,JURONG WEST ST 41,83.86,106.0,73.0
490,JURONG WEST AVE 1,82.01,107.0,73.0
489,JURONG WEST AVE 1,81.65,103.0,73.0
487,JURONG WEST AVE 1,82.25,107.0,73.0
485,JURONG WEST AVE 1,84.72,107.0,73.0
476,JURONG WEST ST 41,83.38,106.0,73.0
477,JURONG WEST ST 41,80.83,106.0,73.0
527,JURONG WEST ST 52,76.49,99.0,67.0
534,JURONG WEST ST 52,76.35,178.0,67.0
535,JURONG WEST ST 52,73.42,99.0,67.0
536,JURONG WEST ST 52,76.37,134.0,67.0
456,JURONG WEST ST 41,75.35,100.0,67.0
484,JURONG WEST AVE 1,73.83,100.0,67.0
491,JURONG WEST AVE 1,76.98,100.0,67.0
481,JURONG WEST ST 41,73.28,100.0,67.0
217,BOON LAY AVE,87.0,87.0,87.0
219,BOON LAY AVE,87.0,87.0,87.0
220,BOON LAY AVE,88.0,88.0,88.0
515,JURONG WEST ST 52,86.48,108.0,74.0
448,JURONG WEST ST 42,101.05,118.0,75.0
446,JURONG WEST ST 42,94.95,109.0,75.0
447,JURONG WEST ST 42,102.29,118.0,75.0
554,JURONG WEST ST 42,104.0,104.0,104.0
433,JURONG WEST ST 42,100.49,119.0,74.0
442,JURONG WEST AVE 1,103.53,107.0,103.0
450,JURONG WEST ST 42,103.22,109.0,74.0
455,JURONG WEST ST 42,101.23,109.0,74.0
402,JURONG WEST ST 42,129.23,137.0,103.0
431,JURONG WEST AVE 1,99.88,119.0,75.0
543,JURONG WEST ST 42,104.99,112.0,94.0
545,JURONG WEST ST 42,104.58,113.0,82.0
550,JURONG WEST ST 42,104.81,114.0,94.0
551,JURONG WEST ST 42,127.67,138.0,104.0
463,JURONG WEST ST 41,74.5,101.0,67.0
458,JURONG WEST ST 41,91.15,92.0,91.0
415,JURONG WEST ST 42,129.75,136.0,103.0
416,JURONG WEST ST 42,133.7,137.0,104.0
436,JURONG WEST AVE 1,129.49,135.0,104.0
444,JURONG WEST AVE 1,130.85,135.0,104.0
452,JURONG WEST ST 42,129.65,135.0,104.0
539,JURONG WEST AVE 1,130.14,137.0,104.0
547,JURONG WEST ST 42,135.14,140.0,104.0
559,JURONG WEST ST 42,136.17,152.0,104.0
198,BOON LAY DR,118.21,121.0,112.0
203,BOON LAY DR,119.64,122.0,113.0
205,BOON LAY DR,126.03,128.0,119.0
407,JURONG WEST ST 42,150.92,159.0,148.0
558,JURONG WEST ST 42,150.61,159.0,148.0
469,JURONG WEST ST 41,151.76,157.0,149.0
9,JLN BATU,49.32,58.0,42.0
2,ST. GEORGE'S RD,62.23,118.0,59.0
468,NTH BRIDGE RD,61.59,68.0,60.0
801,FRENCH RD,61.34,68.0,59.0
1,BEACH RD,70.15,136.0,47.0
2,BEACH RD,71.54,148.0,62.0
97,WHAMPOA DR,67.45,132.0,65.0
12,UPP BOON KENG RD,67.47,150.0,66.0
20,UPP BOON KENG RD,60.22,70.0,59.0
24,BENDEMEER RD,69.65,78.0,68.0
26,BENDEMEER RD,74.06,83.0,71.0
28,BENDEMEER RD,74.24,83.0,65.0
34,WHAMPOA WEST,69.5,136.0,62.0
45,BENDEMEER RD,69.6,154.0,60.0
77,LOR LIMAU,59.0,59.0,59.0
75,WHAMPOA DR,66.17,130.0,59.0
85,WHAMPOA DR,67.7,130.0,59.0
82,WHAMPOA DR,67.01,77.0,66.0
11,UPP BOON KENG RD,66.33,130.0,64.8
98,WHAMPOA DR,66.58,130.0,64.9
65,KALLANG BAHRU,65.97,149.0,59.0
68,GEYLANG BAHRU,67.28,151.0,59.0
16,UPP BOON KENG RD,67.21,150.0,59.0
94,GEYLANG BAHRU,72.77,92.0,68.0
95,GEYLANG BAHRU,72.93,92.0,68.0
49,DORSET RD,72.24,102.0,68.0
46,OWEN RD,72.75,92.0,68.0
14,KG ARANG RD,111.33,210.0,103.0
20,ST. GEORGE'S RD,71.84,149.0,67.0
44,BENDEMEER RD,64.9,126.0,63.0
28,JLN BAHAGIA,56.03,112.0,53.0
38,JLN BAHAGIA,103.27,215.0,83.0
69,MOULMEIN RD,84.0,84.0,84.0
84,WHAMPOA DR,91.0,91.0,91.0
83,WHAMPOA DR,91.0,91.0,91.0
101,WHAMPOA DR,91.0,91.0,91.0
107,TOWNER RD,87.44,105.0,74.0
103,JLN RAJAH,127.28,139.0,103.0
101,JLN RAJAH,94.0,94.0,94.0
52,KENT RD,92.51,122.0,91.0
23,ST. GEORGE'S RD,87.78,97.0,67.0
103,AH HOOD RD,118.17,122.0,118.0
807,KING GEORGE'S AVE,115.0,115.0,115.0
104,JLN RAJAH,125.68,139.0,103.0
39,UPP BOON KENG RD,116.02,119.0,114.0
461,CRAWFORD LANE,122.0,122.0,122.0
56,GEYLANG BAHRU,117.2,120.0,114.0
54,GEYLANG BAHRU,117.36,120.0,114.0
53,GEYLANG BAHRU,117.06,120.0,114.0
12,NTH BRIDGE RD,116.82,119.0,114.0
35,MARINE CRES,68.17,82.0,59.0
66,MARINE DR,67.94,76.0,65.0
67,MARINE DR,68.64,130.0,65.0
4,MARINE TER,68.31,130.0,59.0
19,MARINE TER,74.78,88.0,65.0
32,MARINE CRES,72.61,153.0,59.0
31,MARINE CRES,70.67,153.0,59.0
30,MARINE CRES,69.5,76.0,65.0
7,MARINE TER,62.5,70.0,59.0
62,MARINE DR,87.0,87.0,87.0
55,MARINE TER,88.0,88.0,88.0
43,MARINE CRES,120.18,122.0,117.0
73,MARINE DR,119.86,122.0,117.0
72,MARINE DR,120.02,122.0,117.0
71,MARINE DR,126.34,128.0,123.0
78,MARINE DR,120.09,122.0,117.0
3,MARINE TER,120.16,122.0,117.0
12,MARINE TER,120.35,122.0,117.0
13,MARINE TER,126.04,128.0,123.0
14,MARINE TER,120.13,122.0,117.0
82,C'WEALTH CL,56.22,92.0,46.0
83,C'WEALTH CL,56.5,120.0,46.0
63,C'WEALTH DR,54.19,113.0,46.0
66,C'WEALTH DR,50.01,104.0,38.0
53,TANGLIN HALT RD,47.05,62.0,37.0
54,TANGLIN HALT RD,46.99,62.0,37.0
111,C'WEALTH CRES,59.64,71.0,45.0
55,C'WEALTH DR,54.71,131.0,42.0
43,TANGLIN HALT RD,55.31,129.0,46.0
38,TANGLIN HALT RD,55.04,102.0,43.0
33,TANGLIN HALT RD,53.92,129.0,42.0
36,TANGLIN HALT RD,53.84,102.0,42.0
26,TANGLIN HALT RD,54.69,66.0,46.0
31,TANGLIN HALT RD,49.02,121.0,39.0
58,C'WEALTH DR,53.34,122.0,43.0
2,DOVER RD,68.01,147.0,59.0
3,DOVER RD,66.56,73.0,59.0
96,MARGARET DR,60.22,70.0,59.0
6,GHIM MOH RD,66.67,150.0,59.0
5,GHIM MOH RD,66.66,130.0,59.0
4,GHIM MOH RD,66.28,130.0,59.0
3,GHIM MOH RD,67.95,150.0,59.0
2,GHIM MOH RD,66.35,150.0,65.0
1,GHIM MOH RD,65.9,76.0,59.0
21,DOVER CRES,66.8,130.0,59.0
24,DOVER CRES,60.39,68.0,59.0
21,GHIM MOH RD,65.0,65.0,65.0
19,GHIM MOH RD,67.41,150.0,59.0
164,STIRLING RD,66.83,76.0,60.0
171,STIRLING RD,62.27,70.0,60.0
173,STIRLING RD,60.45,70.0,60.0
172,STIRLING RD,60.09,71.0,59.0
160,MEI LING ST,75.42,144.0,72.0
161,MEI LING ST,75.25,144.0,72.0
4,HOLLAND CL,70.18,130.0,59.0
6,HOLLAND CL,70.8,130.0,59.0
8,HOLLAND AVE,64.51,135.0,59.0
9,HOLLAND AVE,70.1,147.0,59.0
2,HOLLAND AVE,70.98,138.0,59.0
12,HOLLAND AVE,70.28,130.0,59.0
11,HOLLAND DR,70.68,147.0,59.0
13,HOLLAND DR,70.82,147.0,65.0
16,HOLLAND DR,59.63,118.0,59.0
42,HOLLAND DR,60.16,68.0,59.0
24,TANGLIN HALT RD,54.76,112.0,43.0
60,C'WEALTH DR,53.77,122.0,43.0
88,C'WEALTH CL,59.96,127.0,46.0
86,C'WEALTH CL,57.84,69.0,46.0
52,TANGLIN HALT RD,47.42,90.0,37.0
89,C'WEALTH DR,60.13,137.0,46.0
93,C'WEALTH DR,60.19,133.0,48.0
59,C'WEALTH DR,54.65,130.0,43.0
65,C'WEALTH DR,50.09,104.0,39.0
74,C'WEALTH DR,52.0,52.0,52.0
77,C'WEALTH DR,52.0,52.0,52.0
79,C'WEALTH DR,52.0,52.0,52.0
78,C'WEALTH DR,52.67,104.0,52.0
113,C'WEALTH CRES,62.51,143.0,47.0
25,TANGLIN HALT RD,49.99,94.0,39.0
28,TANGLIN HALT RD,53.58,131.0,43.0
98,C'WEALTH CRES,60.89,132.0,47.0
99,C'WEALTH CRES,56.67,118.0,43.0
102,C'WEALTH CRES,57.37,128.0,41.0
101,C'WEALTH CRES,53.8,64.0,41.0
32,TANGLIN HALT RD,48.45,62.0,39.0
71,C'WEALTH DR,52.0,52.0,52.0
35,TANGLIN HALT RD,54.18,66.0,46.0
23,DOVER CRES,88.0,88.0,88.0
36,DOVER RD,91.0,91.0,91.0
7,GHIM MOH RD,117.29,119.0,114.0
12,DOVER CL EAST,117.11,119.0,114.0
13,DOVER CL EAST,117.08,119.0,114.0
14,DOVER CL EAST,116.95,119.0,114.0
20,HOLLAND DR,117.13,119.0,114.0
5,SELETAR WEST FARMWAY 6,92.0,92.0,92.0
5,LOR LEW LIAN,68.16,128.0,64.0
108,SERANGOON NTH AVE 1,64.98,140.0,60.0
105,SERANGOON NTH AVE 1,63.87,70.0,60.0
305,SERANGOON AVE 2,63.32,70.0,60.0
102,SERANGOON NTH AVE 1,78.42,99.0,67.0
115,SERANGOON NTH AVE 1,79.78,99.0,67.0
227,SERANGOON AVE 4,78.69,99.0,67.0
221,SERANGOON AVE 4,76.05,144.0,67.0
210,SERANGOON CTRL,73.41,90.0,64.0
6,LOR LEW LIAN,97.93,98.0,97.0
109,SERANGOON NTH AVE 1,92.35,111.0,91.0
218,SERANGOON AVE 4,78.2,96.0,67.0
120,SERANGOON NTH AVE 1,91.85,96.0,91.0
126,SERANGOON NTH AVE 1,92.86,106.0,91.0
315,SERANGOON AVE 2,92.61,104.0,91.0
116,SERANGOON NTH AVE 1,118.3,125.0,98.0
114,SERANGOON NTH AVE 1,118.41,125.0,98.0
117,SERANGOON NTH AVE 1,117.97,125.0,98.0
212,SERANGOON AVE 4,119.96,125.0,98.0
213,SERANGOON AVE 4,119.33,125.0,98.0
119,SERANGOON NTH AVE 1,151.81,157.0,148.0
316,SERANGOON AVE 2,154.93,156.0,151.0
102,TAMPINES ST 11,86.41,118.0,74.0
113,TAMPINES ST 11,81.42,118.0,74.0
112,TAMPINES ST 11,84.24,117.0,75.0
209,TAMPINES ST 21,85.71,133.0,75.0
267,TAMPINES ST 21,85.45,158.0,75.0
269,TAMPINES ST 21,80.37,158.0,75.0
202,TAMPINES ST 21,85.09,133.0,75.0
138,TAMPINES ST 11,83.22,154.0,75.0
924,TAMPINES ST 91,83.55,104.0,73.0
925,TAMPINES ST 91,82.94,104.0,73.0
817,TAMPINES ST 81,82.05,108.0,73.0
818,TAMPINES ST 81,84.47,108.0,73.0
808,TAMPINES AVE 4,84.64,108.0,73.0
809,TAMPINES AVE 4,83.53,108.0,73.0
111,TAMPINES ST 11,84.03,120.0,74.0
110,TAMPINES ST 11,84.17,152.0,74.0
285,TAMPINES ST 22,89.76,107.0,74.0
287,TAMPINES ST 22,91.17,115.0,74.0
274,TAMPINES ST 22,87.74,105.0,73.0
291,TAMPINES ST 22,84.71,108.0,73.0
293,TAMPINES ST 22,82.95,108.0,73.0
244,TAMPINES ST 21,85.66,108.0,74.0
262,TAMPINES ST 21,91.44,110.0,74.0
914,TAMPINES ST 91,85.24,105.0,73.0
150,TAMPINES ST 12,83.8,146.0,73.0
251,TAMPINES ST 21,91.11,110.0,74.0
250,TAMPINES ST 21,90.65,117.0,74.0
226,TAMPINES ST 23,83.41,108.0,73.0
234,TAMPINES ST 21,88.05,108.0,73.0
237,TAMPINES ST 21,88.28,108.0,73.0
236,TAMPINES ST 21,88.73,108.0,73.0
219,TAMPINES ST 24,85.59,108.0,73.0
271,TAMPINES ST 21,85.24,116.0,75.0
270,TAMPINES ST 21,83.73,116.0,75.0
420,TAMPINES ST 41,82.52,108.0,74.0
157,TAMPINES ST 12,74.33,163.0,68.0
258,TAMPINES ST 21,78.82,100.0,67.0
252,TAMPINES ST 21,78.57,104.0,67.0
820,TAMPINES ST 81,73.68,93.0,68.0
819,TAMPINES ST 81,77.68,163.0,68.0
217,TAMPINES ST 23,75.57,99.0,67.0
215,TAMPINES ST 23,76.85,98.0,67.0
813,TAMPINES ST 81,82.91,108.0,73.0
810,TAMPINES AVE 4,84.18,108.0,73.0
266,TAMPINES ST 21,92.24,109.0,74.0
265,TAMPINES ST 21,91.01,105.0,74.0
286,TAMPINES ST 22,97.06,115.0,74.0
272,TAMPINES ST 22,92.38,172.0,73.0
275,TAMPINES ST 22,89.81,109.0,73.0
141,TAMPINES ST 12,105.24,107.0,103.0
163,TAMPINES ST 12,106.23,108.0,103.0
166,TAMPINES ST 12,105.56,108.0,103.0
161,TAMPINES ST 12,93.47,113.0,74.0
295,TAMPINES ST 22,84.62,108.0,73.0
261,TAMPINES ST 21,92.57,109.0,74.0
913,TAMPINES ST 91,105.64,111.0,104.0
910,TAMPINES ST 91,104.82,110.0,104.0
253,TAMPINES ST 21,92.46,108.0,74.0
277,TAMPINES ST 22,91.9,115.0,74.0
928,TAMPINES ST 91,103.63,109.0,102.0
832,TAMPINES ST 82,91.82,105.0,84.0
838,TAMPINES ST 82,91.83,105.0,84.0
839,TAMPINES ST 83,90.95,105.0,84.0
248,TAMPINES ST 21,91.13,92.0,91.0
247,TAMPINES ST 21,91.16,92.0,91.0
159,TAMPINES ST 12,91.14,92.0,91.0
812,TAMPINES AVE 4,91.27,92.0,91.0
811,TAMPINES AVE 4,91.23,92.0,91.0
294,TAMPINES ST 22,121.18,130.0,97.0
432,TAMPINES ST 41,105.7,122.0,84.0
160,TAMPINES ST 12,118.5,124.0,98.0
257,TAMPINES ST 21,117.62,129.0,96.0
816,TAMPINES AVE 4,119.76,123.0,98.0
289,TAMPINES ST 22,120.15,128.0,97.0
298,TAMPINES ST 22,120.35,130.0,97.0
232,TAMPINES ST 21,119.65,125.0,98.0
216,TAMPINES ST 23,118.83,125.0,98.0
106,TAMPINES ST 11,129.73,137.0,103.0
912,TAMPINES ST 91,127.93,139.0,103.0
278,TAMPINES ST 22,129.55,141.0,104.0
279,TAMPINES ST 22,129.17,141.0,104.0
146,TAMPINES AVE 5,148.33,156.0,142.0
245,TAMPINES ST 21,149.23,151.0,143.0
149,TAMPINES ST 12,148.36,150.0,142.0
148,TAMPINES AVE 5,146.4,150.0,142.0
120,LOR 2 TOA PAYOH,40.05,45.0,38.0
225,LOR 8 TOA PAYOH,66.1,76.0,59.0
232,LOR 8 TOA PAYOH,66.77,76.0,65.0
115,LOR 1 TOA PAYOH,64.99,65.0,64.0
114,LOR 1 TOA PAYOH,65.0,65.0,65.0
113,LOR 1 TOA PAYOH,64.97,65.0,64.0
53,LOR 5 TOA PAYOH,68.0,68.0,68.0
100,LOR 1 TOA PAYOH,68.98,78.0,68.0
98,LOR 1 TOA PAYOH,69.37,78.0,68.0
91,LOR 3 TOA PAYOH,69.49,78.0,68.0
2,LOR 7 TOA PAYOH,66.93,67.0,66.0
1,LOR 7 TOA PAYOH,66.92,67.0,66.0
166,LOR 1 TOA PAYOH,60.0,60.0,60.0
126,LOR 1 TOA PAYOH,67.0,67.0,67.0
128,LOR 1 TOA PAYOH,67.0,67.0,67.0
116,LOR 2 TOA PAYOH,63.9,72.0,62.0
30,LOR 5 TOA PAYOH,60.0,60.0,60.0
9,LOR 7 TOA PAYOH,65.9,66.0,65.0
23,TOA PAYOH EAST,66.84,67.0,65.0
12,LOR 7 TOA PAYOH,65.94,66.0,65.0
13,LOR 7 TOA PAYOH,65.87,66.0,65.0
25,TOA PAYOH EAST,67.0,67.0,67.0
26,TOA PAYOH EAST,66.99,67.0,66.0
27,TOA PAYOH EAST,66.95,67.0,66.0
17,LOR 7 TOA PAYOH,68.27,77.0,66.0
85A,LOR 4 TOA PAYOH,70.39,136.0,61.0
85B,LOR 4 TOA PAYOH,71.09,136.0,62.0
159,LOR 1 TOA PAYOH,66.28,76.0,65.0
177,TOA PAYOH CTRL,68.14,78.0,64.0
163,LOR 1 TOA PAYOH,66.45,76.0,65.0
168,LOR 1 TOA PAYOH,68.26,150.0,59.0
169,LOR 1 TOA PAYOH,66.97,76.0,65.0
173,LOR 1 TOA PAYOH,67.17,78.0,66.0
206,TOA PAYOH NTH,64.49,76.0,59.0
134,POTONG PASIR AVE 3,92.52,158.0,74.0
142,POTONG PASIR AVE 3,88.53,165.0,74.0
139,POTONG PASIR AVE 3,90.24,160.0,74.0
101,POTONG PASIR AVE 1,76.36,83.0,74.0
102,POTONG PASIR AVE 1,76.55,111.0,74.0
106,POTONG PASIR AVE 1,76.6,97.0,74.0
107,POTONG PASIR AVE 1,83.3,110.0,74.0
120,POTONG PASIR AVE 1,77.28,100.0,67.0
95,LOR 4 TOA PAYOH,61.55,120.0,54.0
5,UPP ALJUNIED LANE,57.44,114.0,51.0
59,LOR 5 TOA PAYOH,61.0,61.0,61.0
69,LOR 4 TOA PAYOH,62.62,72.0,62.0
73,LOR 4 TOA PAYOH,64.36,124.0,62.0
227,LOR 8 TOA PAYOH,82.0,82.0,82.0
193,LOR 4 TOA PAYOH,84.0,84.0,84.0
200,TOA PAYOH NTH,87.0,87.0,87.0
208,TOA PAYOH NTH,81.0,81.0,81.0
209,TOA PAYOH NTH,81.0,81.0,81.0
15,JOO SENG RD,104.3,106.0,102.0
17,JOO SENG RD,103.68,106.0,102.0
117,POTONG PASIR AVE 1,78.73,100.0,67.0
14,JOO SENG RD,128.37,132.0,103.0
136,POTONG PASIR AVE 3,91.1,156.0,74.0
218,LOR 8 TOA PAYOH,117.25,119.0,114.0
15,MARSILING LANE,67.49,78.0,65.0
13,MARSILING LANE,69.1,152.0,59.0
12,MARSILING LANE,67.63,78.0,65.0
6,MARSILING DR,67.43,157.0,65.0
125,MARSILING RISE,82.77,139.0,60.0
130,MARSILING RISE,72.73,138.0,60.0
2,MARSILING DR,66.38,151.0,59.0
1,MARSILING DR,66.06,76.0,59.0
213,MARSILING CRES,82.15,109.0,74.0
217,MARSILING CRES,81.38,109.0,74.0
212,MARSILING CRES,81.25,105.0,74.0
31,MARSILING DR,78.76,97.0,73.0
22,MARSILING DR,72.22,134.0,67.0
24,MARSILING DR,72.46,164.0,67.0
1A,WOODLANDS CTR RD,71.74,164.0,68.0
203,MARSILING DR,72.27,150.0,68.0
204,MARSILING DR,71.77,163.0,68.0
206,MARSILING DR,71.2,93.0,68.0
146,WOODLANDS ST 13,74.83,98.0,68.0
8,MARSILING DR,88.3,90.0,88.0
29,MARSILING DR,97.19,98.0,97.0
25,MARSILING DR,91.1,92.0,91.0
205,MARSILING DR,91.72,94.0,91.0
104,WOODLANDS ST 13,91.53,96.0,91.0
171,WOODLANDS ST 11,98.91,184.0,91.0
165,WOODLANDS ST 13,118.02,125.0,98.0
162,WOODLANDS ST 13,118.34,126.0,97.0
10,MARSILING DR,125.0,126.0,123.0
35,MARSILING DR,117.36,118.0,115.0
36,MARSILING DR,123.34,124.0,121.0
116,YISHUN RING RD,79.74,108.0,74.0
101,YISHUN AVE 5,70.81,90.0,67.0
107,YISHUN RING RD,76.89,161.0,67.0
706,YISHUN AVE 5,74.33,163.0,68.0
701,YISHUN AVE 5,73.6,93.0,68.0
712,YISHUN AVE 5,72.31,93.0,68.0
736,YISHUN ST 72,72.95,162.0,67.0
742,YISHUN AVE 5,72.37,162.0,67.0
138,YISHUN RING RD,73.67,98.0,68.0
136,YISHUN RING RD,76.43,98.0,68.0
121,YISHUN ST 11,75.21,96.0,67.0
215,YISHUN ST 21,75.79,99.0,67.0
216,YISHUN ST 21,76.41,98.0,68.0
217,YISHUN ST 21,76.05,98.0,68.0
219,YISHUN ST 21,75.55,98.0,68.0
143,YISHUN RING RD,76.85,96.0,68.0
137,YISHUN RING RD,73.98,99.0,68.0
128,YISHUN ST 11,84.66,108.0,74.0
254,YISHUN RING RD,88.69,104.0,84.0
262,YISHUN ST 22,89.98,104.0,84.0
276,YISHUN ST 22,90.22,104.0,84.0
751,YISHUN ST 72,91.1,92.0,91.0
752,YISHUN ST 72,91.17,92.0,91.0
733,YISHUN AVE 5,117.8,125.0,98.0
740,YISHUN AVE 5,70.58,93.0,67.0
210,YISHUN ST 21,79.79,99.0,67.0
205,YISHUN ST 21,80.68,134.0,67.0
146,YISHUN ST 11,77.7,134.0,67.0
220,YISHUN ST 21,75.78,100.0,67.0
280,YISHUN ST 22,89.61,104.0,84.0
772,YISHUN AVE 3,90.45,104.0,84.0
154,YISHUN ST 11,119.83,125.0,98.0
159,YISHUN ST 11,120.52,126.0,98.0
161,YISHUN ST 11,120.1,130.0,98.0
221,YISHUN ST 21,121.51,130.0,96.0
231,YISHUN ST 21,120.05,130.0,95.0
229,YISHUN ST 21,119.57,125.0,98.0
238,YISHUN RING RD,120.22,131.0,97.0
240,YISHUN RING RD,119.62,125.0,98.0
326,YISHUN RING RD,145.39,153.0,142.0
